,business_name,address,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,user_name,time,rating,text,year
36911,Culver's,"Culver's, 7923 Parramore Rd, Jacksonville, FL 32244, United States",Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,30.203833999999997,-81.7574996,"['American restaurant' 'Dessert restaurant' 'Fast food restaurant'
 'Hamburger restaurant' 'Ice cream shop' 'Restaurant' 'Sandwich shop']",4.4,502,$,"[array(['Monday', '10:30AM–10PM'], dtype=object)
 array(['Tuesday', '10:30AM–10PM'], dtype=object)
 array(['Wednesday', '10:30AM–10PM'], dtype=object)
 array(['Thursday', '10:30AM–11PM'], dtype=object)
 array(['Friday', '10:30AM–11PM'], dtype=object)
 array(['Saturday', '10:30AM–11PM'], dtype=object)
 array(['Sunday', '10:30AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great dessert', 'LGBTQ-friendly'], dtype=object), 'Lodging options': None, 'Offerings': array(['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Drive-through', 'Takeaway',
       'Dine-in', 'Delivery'], dtype=object)}",Open ⋅ Closes 10PM,Kay Rodriguez,2021-02-16,5.0,"So refreshing to get a small taste of the Midwest down here! The milkshakes are sooooooo good which is a really demure way of saying that you’re not going to find a better milkshake at too many places, let alone a fast food place. The fries are delicious, the food was warm, and the service was wonderful. If you’re going to get fast food, at least make sure it’s good. Go to Culver’s 🍦",2021
49867,Bubba Gump Shrimp Co.,"Bubba Gump Shrimp Co., 250 N Atlantic Ave Suite 120, Daytona Beach, FL 32118, United States",Family-friendly chain for seafood & American fare served in a fishing-boat-themed setting.,29.2310996,-81.0097021,['Seafood restaurant' 'American restaurant'],4.1,2044,$$,"[array(['Monday', '11:30AM–9PM'], dtype=object)
 array(['Tuesday', '11:30AM–9PM'], dtype=object)
 array(['Wednesday', '11:30AM–9PM'], dtype=object)
 array(['Thursday', '11:30AM–9PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)
 array(['Saturday', '11AM–10PM'], dtype=object)
 array(['Sunday', '11AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great cocktails', 'LGBTQ-friendly',
       'Transgender safe space'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Quick bite', 'Spirits', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Accepts reservations', 'Usually a wait'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 11:30AM,Michelle Ouert,2021-06-19,5.0,I have only lived here six months and didn't realize it was a real restaurant. It is not only amazing and inviting.i would recommend it to everyone. My other half lives there drinking glasses and shakers thy have an awesome gift shop where I was able to buy him some. There food is amazing and there bar staff know how to make a spectacular cocktail.,2021
61829,BrewBurgers,"BrewBurgers, 370 Commercial Ct, Venice, FL 34292, United States","Bustling, no-frills outpost featuring a range of hearty specialty burgers, sandwiches & draft brews.",27.1077631,-82.3853008,"['Hamburger restaurant' 'American restaurant' 'Takeout restaurant' 'Pub'
 'Restaurant' 'Salad shop' 'Sandwich shop']",4.5,1335,$$,"[array(['Sunday', '11AM–10PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)
 array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)
 array(['Saturday', '11AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible lift', 'Wheelchair-accessible seating',
       'Wheelchair-accessible toilet'], dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Gender-neutral toilets', 'Good for kids',
       'High chairs', 'Toilets', 'Wi-Fi'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Coffee', 'Comfort food', ""Kids' menu"",
       'Late-night food', 'Quick bite', 'Vegetarian options', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Open ⋅ Closes 10PM,Sherry Thorne,2021-04-26,5.0,"If you like a good beer and a good burger, along with good service, we've found a place you shouldn't miss! There's a good positive vibe whether you want to sit inside or outside. Our server, Maddie, was a ball of positive energy and the perfect server; attentive but not annoying. We didn't have appetizers but the food came pretty quick. I ordered the Reuben with Grouper and there's a name for it but I forgot 🙃. I was a little leary of eating blackened Grouper with sauerkraut but, it was Awesome! Jeff had a sandwich called the ""Maddie B"" which just happened to be named after our server 😉. It's  a burger with 2 grilled cheese sandwiches as the buns. The burger was cooked to a perfect medium rare and he said he, ""loved every bite"". We will definitely be back!!",2021
70257,TGI Fridays,"TGI Fridays, 1022 W 23rd St, Panama City, FL 32405, United States","Casual chain restaurant with a festive vibe serving beer, cocktails & a wide menu of American fare.",30.190424,-85.677477,['Restaurant' 'American restaurant' 'Bar & grill' 'Takeout restaurant'],4.0,1364,$$,"[array(['Sunday', '11AM–10PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)
 array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–12AM'], dtype=object)
 array(['Saturday', '11AM–12AM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great beer selection', 'Great cocktails',
       'Great dessert', 'Great tea selection', 'Great wine list',
       'LGBTQ-friendly', 'Sport', 'Transgender safe space'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Spirits',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,Lea Lockley-Rollins,2021-06-06,5.0,"Service and waitress was great,no waiting time was seated immediately!",2021
74964,Waffle House,"Waffle House, 603 67th St Cir E, Bradenton, FL 34208, United States","Simple chain spot offering American diner fare & all-day breakfast, including signature waffles.",27.493362899999997,-82.4775391,"['Breakfast restaurant' 'American restaurant' 'Diner' 'Family restaurant'
 'Takeout restaurant' 'Restaurant']",4.1,908,$,"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Tourists', 'University students'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great coffee'], dtype=object), 'Lodging options': None, 'Offerings': array(['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite',
       'Small plates'], dtype=object), 'Payments': array(['Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeaway', 'Dine-in', 'Delivery'], dtype=object)}",Open 24 hours,Vickie Becker,2021-05-29,5.0,"Excellent as always! It's been a year and a half since we got to enjoy our Waffle House. Been in St. Croix, VI., and as soon as we got off the plane and out of Tampa, we stopped in Bradenton on our way home at about 1 or 2 in the morning...AHHHHH...it's good to be home 😋❤",2021
80573,Lightsey Fish Co & Seafood,"Lightsey Fish Co & Seafood, 1506 S Parrott Ave, Okeechobee, FL 34974, United States","Easygoing seafood spot preparing Southern-inspired eats, crab cakes & burgers in spacious digs.",27.229022,-80.830387,['Seafood restaurant' 'Restaurant'],4.3,1164,$$,"[array(['Sunday', '11AM–9PM'], dtype=object)
 array(['Monday', '11AM–9PM'], dtype=object)
 array(['Tuesday', '11AM–9PM'], dtype=object)
 array(['Wednesday', '11AM–9PM'], dtype=object)
 array(['Thursday', '11AM–9PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)
 array(['Saturday', '11AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great tea selection'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'All you can eat', 'Beer', 'Cocktails', 'Coffee',
       'Comfort food', 'Happy-hour food', 'Healthy options', ""Kids' menu"",
       'Late-night food', 'Quick bite', 'Small plates', 'Spirits',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Takeaway', 'Dine-in',
       'Delivery'], dtype=object)}",Closed ⋅ Opens 11AM,B .V,2021-06-16,5.0,"We really enjoyed this place. The menu is great, with fresh seafood, classics, steaks, salads and sandwiches.  Deserts too, but we were too full to even look at the menu. I was happily surprised  to see a large selection of Florida craft beers - by far the best in town. There's also a fresh seafood market. We look forward to going back and are only sorry that we waited so long to enjoy this place.",2021
81502,LongHorn Steakhouse,"LongHorn Steakhouse, 2400 N Monroe St, Tallahassee, FL 32303, United States",Casual steakhouse chain known for grilled beef & other American dishes in a ranch-style space.,30.471665599999998,-84.2917749,"['Steak house' 'Bar & grill' 'Barbecue restaurant' 'Family restaurant'
 'Takeout restaurant' 'Traditional American restaurant']",4.3,2211,$$,"[array(['Sunday', '11AM–10PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)
 array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–11PM'], dtype=object)
 array(['Saturday', '11AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great cocktails', 'Great coffee', 'Great dessert',
       'Great tea selection', 'LGBTQ-friendly', 'Transgender safe space'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Healthy options', ""Kids' menu"", 'Small plates', 'Spirits',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Usually a wait'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Takeaway', 'Dine-in', 'Delivery'], dtype=object)}",Closed ⋅ Opens 11AM,E. Amanda Boynton,2021-05-30,4.0,"The waiter was great.
My steak was well done when I ordered medium yesterday, but usually they have the best steaks and I love dipping my fries in the steak flavor.
I won't hold it against them this time.
Will try the soup instead of salad next time.

Our bill was $56 for 2 adults and 2 kids and 4 drinks, plus $12 for a 20% tip.",2021
83093,Whataburger,"Whataburger, 2511 Apalachee Pkwy, Tallahassee, FL 32301, United States","Circa-1950 fast-food chain for counter-serve burgers, some stacked with multiple patties.",30.427339399999997,-84.2383502,"['Restaurant' 'Breakfast restaurant' 'Chicken restaurant'
 'Fast food restaurant' 'Hamburger restaurant' 'Takeout restaurant']",4.2,1618,$,"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Gender-neutral toilets', 'Good for kids', 'High chairs'],
      dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Groups', 'Tourists', 'University students'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Fireplace'], dtype=object), 'Lodging options': None, 'Offerings': array(['Coffee', 'Comfort food', ""Kids' menu"", 'Late-night food',
       'Organic dishes', 'Quick bite', 'Salad bar'], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Open 24 hours,The Real Kimberly Thomas,2019-01-21,5.0,"Always a great time!!! Delicious hot fries, burgers and onion rings!! I always get a single and my hubby always get a melt. They have plenty ro choose from. We love their chicken tenders with honey butter sauce as well as their milk shakes and cookies!! He usually gets strawberry and I'm a chocolate lover! Come here for the amazing, fast service and food as well as great prices for what you get!",2019
92306,Einstein Bros. Bagels,"Einstein Bros. Bagels, 1 S U N F Dr, Jacksonville, FL 32224","Counter-service chain offering egg sandwiches, soups, salads, baked goods & a variety of bagels.",30.2718955,-81.5092236,['Bagel shop' 'Bakery' 'Breakfast restaurant' 'Cafe' 'Coffee shop'],4.0,35,$,"[array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–5PM'], dtype=object)
 array(['Tuesday', '7:30AM–5PM'], dtype=object)
 array(['Wednesday', '7:30AM–5PM'], dtype=object)
 array(['Thursday', '7:30AM–5PM'], dtype=object)
 array(['Friday', '7:30AM–2PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': array(['Breakfast'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks'], dtype=object), 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': array(['Debit cards'], dtype=object), 'Planning': array(['Quick visit'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['In-store pickup', 'In-store shopping', 'Takeout', 'Delivery'],
      dtype=object)}",Closed ⋅ Opens 7:30AM Mon,Dana Arn,2021-06-07,5.0,"Great service every time I go! Love their ice coffee, mocha, cream, no sugar. I am a chocolate lover!!! :)",2021
93058,Tijuana Flats,"Tijuana Flats, 1371 S University Dr, Plantation, FL 33324, United States","Kitschy Mexican chain restaurant known for an extensive hot sauce bar & colorful, muraled walls.",26.1030178,-80.251341,"['Tex-Mex restaurant' 'Burrito restaurant' 'Caterer' 'Mexican restaurant'
 'Taco restaurant']",4.4,438,$,"[array(['Saturday', '11AM–10PM'], dtype=object)
 array(['Sunday', '11AM–9PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)
 array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Comfort food', 'Happy-hour drinks',
       'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates',
       'Vegetarian options'], dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Open ⋅ Closes 10PM,Gisselle Mendez,2021-06-10,5.0,Inexpensive place to eat with yummy flavors. The staff is young and always friendly. Make sure to download the app and accumulate point to earn free tacos with every purchase and much more.,2021
97729,Denny's,"Denny's, 1727 N University Dr, Plantation, FL 33322, United States","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",26.1469149,-80.25763479999999,['Diner' 'American restaurant' 'Breakfast restaurant'],3.9,1528,$,"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Fireplace', 'Great coffee', 'Great dessert'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Coffee', 'Comfort food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Salad bar',
       'Small plates'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Open 24 hours,Charli,2021-06-10,2.0,"Our server, Michele B was extremely rude, never checked back after serving our food that we waited for for around 30 minutes and never offered to refill our coffee. The food was barely warm and was terrible. The only thing I ate was my bacon which was the only decent thing I was served. I requested my hash browns light, and they were just below burned. My pancakes were rubbery. Pancakes should be fluffy. I tried to find the manager to speak to, but she was nowhere in sight. I said something to Michele about the bad food and poor service at the cash register. When I left my husband to pay, she made a rude comment to him about me. That woman has absolutely no business being in that line of work.",2021
