Restaurant_Name,Recommendations_content
Taco Craft Taqueria & Tequila Bar,"['Copas Restaurant Bar & Lounge', 'OpenSeas Cafe', ""Ole' Skool Mondex Grill and Bar"", 'Caoba Restaurant & Lounge', ""Hamburger Mary's Wilton Manors"", 'Tin & Taco', 'Fire Kitchen and Bar', 'Blue Marlin Fish House Restaurant & Adventures', 'The Cheese Course', 'Crisp Eatery and Bar']"
Taco Del Ray,"['TACO FIESTA', 'El Korita', 'Acapulco Cafe', 'El Taco Regio', 'Antojitos Mexico Lindo', 'Don martin modern mexican cuisine llc', ""Lupita's Mexican Fast Food Express"", 'Tacos La Bella', 'Tacos Y Mas', 'Tienda Mexicana Hidalgo']"
Taco Dirty,"['El Sabor Ponceño', 'Slicers Hoagies', ""Lorene's Fish House"", ""Cheche's Burger"", '900º Pizza and Pasta', 'Brown Bagger Food Truck', ""Toni's Pizza"", 'Burger Bros Pc', 'Jbs cheesesteaks sunrise', 'Los primos del sabor 809']"
Taco Genius,"['Pieology Pizzeria Pembroke Pines', ""Tank's Sushi Bistro (Nocatee)"", ""Rudi's Pizza"", ""Luigi's Pizza"", '5inco Restaurant', 'Panda Express', 'Mr Ceviche Peruvian Restaurant', ""Zaxby's Chicken Fingers & Buffalo Wings"", 'MOD Pizza', 'Hibachi Express Plant City']"
Taco Riendo,"[""Poppo's Taqueria Outpost"", 'Asian Wok and Grill', 'The Barnyard', 'Chilangos Mexican Grill', ""Papa John's Pizza Live Oak"", ""Pacino's Pizzeria"", 'Bae’s Burgers and Wings', ""Yen's Kitchen"", 'Llanera Carne En Vara / Woodfired Meat', ""Lombardi's Seafood Café""]"
Taco Rock 29,"['Cactus Flower Cafe', ""Rodie's"", ""Carmelita's Mexican Restaurant"", 'The Old Salty Dog Siesta Key', 'Mr. Tequila Authentic Mexican Restaurant', 'Hooters', 'Callahan Barbecue', 'Vallarta Mexican Grill', 'Palace Pizza', 'Waffle House']"
Taco San Marcos,"['Taco San Marcos', 'Taqueria La Acapulqueña', 'Los Jalapeños Coral Way', 'Taqueria Hernandez Taco Truck', 'Viva Mexico Taqueria', 'Tacolgando', 'Taco Shop Taqueria', 'Taqueria Torres', 'Taco Time and More', ""Nin's 5 Tacos""]"
Taco Shop Taqueria,"['Taco San Marcos', 'Taqueria La Acapulqueña', 'Los Jalapeños Coral Way', 'Taqueria Hernandez Taco Truck', 'Viva Mexico Taqueria', 'Tacolgando', 'Taco Shop Taqueria', 'Taqueria Torres', 'Taco Time and More', ""Nin's 5 Tacos""]"
Taco Time and More,"['Taco Time and More', 'Taqueria Hernandez Taco Truck', 'Taqueria La Acapulqueña', 'Tacolgando', 'Los Jalapeños Coral Way', 'Viva Mexico Taqueria', 'El Rincon', 'Taco Shop Taqueria', 'Taco San Marcos', ""J.R's Flamin Grill BAR B Q""]"
Taco Wings N Things,"[""Pepper's Taqueria and Cantina"", 'Taco Del Ray', 'TACO FIESTA', ""Brenda's Wings And Things"", 'Mariscos El Oceano', 'El Korita', 'Asados El Paisa Broward', ""Snapper's Fish & Chicken"", 'Restaurante Latinoamerica', ""Huey Magoo's Chicken Tenders""]"
TacoSchool El Compadre,"[""Down N' Dirty Tacos"", 'Los Taquitos Mexican Food', ""Camacho's Best Tacos"", 'TacoSchool El Compadre', 'El Gran Taco Loco', 'Red Roc Cravings', 'Tienda Mexicana Hidalgo', 'Tacos La Bella', 'Los Compadres', 'Tacos Y Mas']"
Tacogüey,"['Taqueria El Taco Veloz', 'Las Lomas Mexican grill', 'Quesa Loco Food Truck', 'Tequila Veintiuno Mexican Cuisine', 'TacoSchool El Compadre', 'Red Roc Cravings', 'Don martin modern mexican cuisine llc', 'Taqueria Gonzalez', ""Camacho's Best Tacos"", 'Taqueria El Molcajete']"
Tacolgando,"['Taco San Marcos', 'Taqueria La Acapulqueña', 'Los Jalapeños Coral Way', 'Taqueria Hernandez Taco Truck', 'Viva Mexico Taqueria', 'Tacolgando', 'Taco Shop Taqueria', 'Taqueria Torres', 'Taco Time and More', ""Nin's 5 Tacos""]"
Tacos & Tattoos Lincolns Beard,"['Mi Ranchito Mex', 'Tacos & Tattoos Lincolns Beard', 'La Siesta Taqueria', 'Chuchos Tacos', 'Miami River II Mexican Cuisine', 'Gonzalos Taqueria Y Carnitas', 'Taqueria La Cabana', 'Antojitos Mexicanos', 'Las Delicias', 'Taqueria El Molcajete']"
Tacos Gone Mobile,"['in-n-out taco', 'Don Taco Charro Taco Truck', 'Tacos Gone Mobile', 'Tacos Padrisimo', 'Chile Verde Restaurant', 'Taqueria El Sol', 'EL Fogon de Munchies Boricua', 'Red Roc Cravings', 'Tacos La Bella', 'Tacos Y Mas']"
Tacos La Bella,"[""Down N' Dirty Tacos"", 'Los Taquitos Mexican Food', ""Camacho's Best Tacos"", 'TacoSchool El Compadre', 'El Gran Taco Loco', 'Red Roc Cravings', 'Tienda Mexicana Hidalgo', 'Tacos La Bella', 'Los Compadres', 'Tacos Y Mas']"
Tacos Padrisimo,"['Don Taco Charro Taco Truck', 'in-n-out taco', 'Tacos Gone Mobile', 'La Poblanita Taquería & Antojitos', 'Chile Verde Restaurant', 'Taqueria El Molcajete', 'Don martin modern mexican cuisine llc', ""Down N' Dirty Tacos"", 'Los Taquitos Mexican Food', ""Camacho's Best Tacos""]"
Tacos Y Mas,"[""Down N' Dirty Tacos"", 'Los Taquitos Mexican Food', ""Camacho's Best Tacos"", 'TacoSchool El Compadre', 'El Gran Taco Loco', 'Red Roc Cravings', 'Tienda Mexicana Hidalgo', 'Tacos La Bella', 'Los Compadres', 'Tacos Y Mas']"
Tacos el flako lunch-dinner,"['El dorado Mexican Grill', ""My Cousin Vinny's Pizza and Pasta"", 'Royal Mexican Grill', ""Huey Magoo's Chicken Tenders"", 'Flavorikan', 'Flavors House of Wings', ""Sam's Seafood & Grill"", ""Charlene's Seafood and More"", 'Crispy fish and chicken on US1', 'Que Pasa Mexican Kitchen']"
TaiPei Asian Cuisine,"['Dragon Pearl', 'Gondolier Pizza', 'Hibachi Grill & Supreme Buffet', 'Mandarin Village', 'Great Wall chinese restaurant', 'Chen You Restaurant', 'China Dragon', 'China Garden III', 'New Wok', 'New China Chinese Restaurant']"
Tailwind's,"[""Tailwind's"", ""King's Corner"", 'Golden Spoon Diner & Seafood', ""Riley's Coney House"", 'Skip’s Deli', '22 South Food Hall', 'Ballantraeclubhouse', 'Cafe Delanie', 'Barrel Express', 'Mighty Wings']"
Taj Mahal Masala,"['Mini Pita Mediterranean Cafe', 'Holi Indian Grill ( A Flavor Of Joy )', 'Safron Grill', 'Hot Kim Chi', 'Bonjour Vietnam', 'A Bit of Saigon', 'Snay Thai', 'Absolute Thai Cafe (Valparaiso)', 'Thai Fuji Restaurant', 'Tandoor Fine Indian Cuisine']"
Take a Break Cafe 3 @ Meridian 589,"[""Stela's Kitchen & Bar"", 'Argana Diner ( Halal & Mediterranean Food )', ""Kelley's Lunch Box LLC."", 'Los Paraguas', 'Trindy Gourmet', 'El Canal Cafe', 'Tia Cacha Cafe', 'Latin House Express Cafe & Grill', 'Fonda Cafe by Bunbury', 'Simply Southern Eatery']"
Tako Sushi,"['Okinawa Sushi Express', 'Sushi Maki (MIA)', 'THAI Chili Pepper - Lutz', 'Sushi Wok', ""Knott's Asian Cuisine"", 'SKYFIN Asian Bistro', 'Iron Sushi', 'Sus Hi Eatstation - UF', 'The Sushi Bar Japanese Cafe', 'Natural Kitchen ( poke bowl and bubble tea)']"
Talkin' Tacos,"['SB&B Seafood Market Bar & Grill LLC', 'Un Pollo at The Doral Yard', 'Wings n Things', 'Paseo Universitario', 'Pizza Italia Miami', 'Paradise Cove Grill & Seafood', 'La Cabaña Mexican Kitchen', 'La Cocina De Jaunitas Inc', 'Fusion Grill Restaurant', 'Taqueria Taco Rico']"
Tampa Bay Food Truck Rally Truck,"['Aja Food Truck (Bird Road)', 'Taquería Guadalupana (food truck)', 'El Paponazo', 'Taqueria Olgys Food Truck', ""Facto's Snack Shack"", 'Tampa Bay Food Truck Rally Truck', 'CEVICHE KING PERUVIAN FOOD TRUCK', ""Charley's Cheesesteaks"", 'Sobik’s Subs of Geneva', 'Halal Krispy Krunchy Chicken PLEASE CALL FOR ORDER']"
Tandoor Fine Indian Cuisine,"['Taj Mahal Masala', 'Hot Kim Chi', ""Lee's Sushi"", 'Origami Korean-Japanese Restaurant', 'Lan Pan-Asian Cafe', 'Cocoa Beach Thai & Sushi', 'Peking Place', 'Pacific Asian Bistro', 'Rooster Thai Sushi', 'Lotus Vegan Restaurant']"
Tango 3 Coffee,"['The Seed', 'Wrap & Pour', 'Starbucks', 'Café Aroma', 'Catalina Cafe inside Naples Bay Resort', ""Scooter's Coffee"", 'Brooklyn Dough With A Hole', 'Secret Garden Cafe', ""Milkin' it"", 'Brioche Cafe & Bakery']"
Tank's Sushi Bistro (Nocatee),"['Sushi Maki (Dadeland)', 'Hibachi Express Plant City', 'Pieology Pizzeria Pembroke Pines', 'MOD Pizza', 'Jin Sushi', 'Sushi Maki (MIA)', 'Iron Sushi', 'Mr Ceviche Peruvian Restaurant', 'Seasons Thai', ""Moe's Southwest Grill""]"
Tapatio's Restaurante Mexicano,"['Bahama Breeze', 'Cucina Gloria', 'Outpost Kitchen, Bar, & Provisions', ""TooJay's Deli • Bakery • Restaurant"", 'Pampa - South American Kitchen', 'El Balcon de las Americas Latin Food - Pembroke Pines', 'Casa Linda', 'Icebox Cafe', 'Wahoo Seafood Grill', ""Captain Bill's Oyster Bar""]"
Taps Restaurant Bar & Lounge,"['Bar Louie - I-Drive', 'Buffalo Wild Wings', 'Sports Grill Sunset', 'Hurricane Grill & Wings', 'Pure Craft', ""Courigan's Irish Pub"", 'Twice Removed', 'Waterstone Rum Bar & Grill', 'The Winghouse of Wesley Chapel', 'Kane Tiki Bar & Grill']"
Taqueria El Molcajete,"[""Down N' Dirty Tacos"", 'Los Taquitos Mexican Food', ""Camacho's Best Tacos"", 'TacoSchool El Compadre', 'El Gran Taco Loco', 'Red Roc Cravings', 'Tienda Mexicana Hidalgo', 'Tacos La Bella', 'Los Compadres', 'Tacos Y Mas']"
Taqueria El Pelon,"['El Burro Loco', ""Lily's Tacos To Go"", ""J.A.C.'S Corner"", 'The Best Restaurant', ""Escobar's Mexican Restaurant"", 'Mr. Taco', 'Taco Bus Miami', 'La Mina Restaurante', 'Las Reynas Swap Shop', 'Divine Grace Caribbean Restaurant']"
Taqueria El Sol,"['Don Taco Charro Taco Truck', 'La Poblanita Taquería & Antojitos', 'in-n-out taco', 'Tacos Gone Mobile', 'El Carbonero', 'La Haciendita Super Taqueria', 'Tacos Padrisimo', 'Chile Verde Restaurant', 'Taco Bus', 'Chez Solange']"
Taqueria El Taco Veloz,"['Taqueria El Taco Veloz', 'Las Lomas Mexican grill', 'Quesa Loco Food Truck', 'Tequila Veintiuno Mexican Cuisine', 'TacoSchool El Compadre', 'Red Roc Cravings', 'Don martin modern mexican cuisine llc', 'Taqueria Gonzalez', ""Camacho's Best Tacos"", 'Taqueria El Molcajete']"
Taqueria Familiar,"['La Placita Mexican Food', 'The Taco Joint', ""Don Pedro's Tacos"", ""Nin's 5 Tacos"", 'JBANGER SOUL Food', 'Red Roc Cravings', 'El Gran Taco Loco', ""Camacho's Best Tacos"", 'Tacos Y Mas', 'Don martin modern mexican cuisine llc']"
Taqueria Gonzalez,"[""Down N' Dirty Tacos"", 'Los Taquitos Mexican Food', ""Camacho's Best Tacos"", 'TacoSchool El Compadre', 'El Gran Taco Loco', 'Red Roc Cravings', 'Tienda Mexicana Hidalgo', 'Tacos La Bella', 'Los Compadres', 'Tacos Y Mas']"
Taqueria Hernandez Taco Truck,"['Taco San Marcos', 'Taqueria La Acapulqueña', 'Los Jalapeños Coral Way', 'Taqueria Hernandez Taco Truck', 'Viva Mexico Taqueria', 'Tacolgando', 'Taco Shop Taqueria', 'Taqueria Torres', 'Taco Time and More', ""Nin's 5 Tacos""]"
Taqueria Jalisco,"['Taqueria Jalisco', 'The Taco Joint', 'Open Seas Paellas Españolas', ""Don Pedro's Tacos"", 'El Valle Hondumex Restaurant', 'Las Delicias', 'Guanajato Mexican Restaurant', 'La Pequena', ""Mulligan's Bar and Grill"", 'Mi Tierra Restaurant']"
Taqueria La Acapulqueña,"['Taco San Marcos', 'Taqueria La Acapulqueña', 'Los Jalapeños Coral Way', 'Taqueria Hernandez Taco Truck', 'Viva Mexico Taqueria', 'Tacolgando', 'Taco Shop Taqueria', 'Taqueria Torres', 'Taco Time and More', ""Nin's 5 Tacos""]"
Taqueria La Cabana,"['Mi Ranchito Mex', 'Tacos & Tattoos Lincolns Beard', 'La Siesta Taqueria', 'Chuchos Tacos', 'Miami River II Mexican Cuisine', 'Gonzalos Taqueria Y Carnitas', 'Taqueria La Cabana', 'Antojitos Mexicanos', 'Las Delicias', 'Taqueria El Molcajete']"
Taqueria Los 7 Hermanos,"['Mediterranean Experience', ""JB's Seafood"", 'A Taste Of Miami', 'Nacho’s Tacos', 'South Pacific Grill', 'Waros Grill Venezuelan Food Truck', 'Arepas Santa Bárbara la Original', 'Seven Wonders Bakery', 'Poulet Chic Restaurant', 'Chile Lindo']"
Taqueria Olgys Food Truck,"['Aja Food Truck (Bird Road)', 'Taquería Guadalupana (food truck)', 'El Paponazo', 'Taqueria Olgys Food Truck', ""Facto's Snack Shack"", 'Tampa Bay Food Truck Rally Truck', 'CEVICHE KING PERUVIAN FOOD TRUCK', ""Charley's Cheesesteaks"", 'Sobik’s Subs of Geneva', 'Halal Krispy Krunchy Chicken PLEASE CALL FOR ORDER']"
Taqueria Remis,"[""Down N' Dirty Tacos"", 'Los Taquitos Mexican Food', ""Camacho's Best Tacos"", 'TacoSchool El Compadre', 'El Gran Taco Loco', 'Red Roc Cravings', 'Tienda Mexicana Hidalgo', 'Tacos La Bella', 'Los Compadres', 'Tacos Y Mas']"
Taqueria Taco Rico,"['Julianos BBQ', 'Doya', 'Slims bbq', 'Island Taste Bistro Hookah Lounge', ""VIDAL'S GRILL ( tu sabor boricua)"", 'Fusion Grill Restaurant', 'Mable’s Place Southern Cooking', 'Isla Del Encanto', 'Wings n Things', 'Alegria Nica']"
Taqueria Torres,"['Taco Time and More', 'Taqueria Hernandez Taco Truck', 'Taqueria La Acapulqueña', 'Tacolgando', 'Los Jalapeños Coral Way', 'Viva Mexico Taqueria', 'El Rincon', 'Taco Shop Taqueria', 'Taco San Marcos', ""J.R's Flamin Grill BAR B Q""]"
Taqueria junior,"['Mediterranean Experience', ""JB's Seafood"", 'A Taste Of Miami', 'Nacho’s Tacos', 'South Pacific Grill', 'Waros Grill Venezuelan Food Truck', 'Arepas Santa Bárbara la Original', 'Seven Wonders Bakery', 'Poulet Chic Restaurant', 'Chile Lindo']"
Taquería Guadalupana (food truck),"['Aja Food Truck (Bird Road)', 'Taquería Guadalupana (food truck)', 'El Paponazo', 'Taqueria Olgys Food Truck', ""Facto's Snack Shack"", 'Tampa Bay Food Truck Rally Truck', 'CEVICHE KING PERUVIAN FOOD TRUCK', ""Charley's Cheesesteaks"", 'Sobik’s Subs of Geneva', 'Halal Krispy Krunchy Chicken PLEASE CALL FOR ORDER']"
Taquería La Pasadita,"['Mediterranean Experience', ""JB's Seafood"", 'A Taste Of Miami', 'Nacho’s Tacos', 'South Pacific Grill', 'Waros Grill Venezuelan Food Truck', 'Arepas Santa Bárbara la Original', 'Seven Wonders Bakery', 'Poulet Chic Restaurant', 'Chile Lindo']"
Tarpon Cove Yacht & Racquet Club,"['Landings Yacht Golf & Tennis', 'Golf Club of the Everglades', 'Trapeze', ""Papa Joe's Bayside"", 'St. Lucie Trail Golf Club', 'S Bar Sushi Restaurant, Bar and Bistro', 'Los Amigos (Closed)', 'Lazy Gator Ruskin LLC', 'Jerk Shack Spice & Sport Bar', 'Mega Tropical']"
Tarpon Middle Cafeteria,"['The Junction Punta Gorda', 'Las Cuatros Esquinas Restaurante', 'Plaza Walk Building', 'Bagel Bros Cafe', 'Pasteles Edward Miami', ""Caruso's Deli & Bar"", 'Salty Bagel and Grill', 'Goldo Pasao', 'Av Collins Tiendas', 'Mr. Shrimp']"
Taste Cafe,"['Hot Head Burritos', ""Captain D's"", 'Greek City Cafe', 'GreenLife Organic Bistro Brickell', 'Fire Wok', 'Sierra Grille', 'Green Leaf Kitchen', 'China Tokyo Express', ""TooJay's Deli • Bakery • Restaurant"", 'Bahia Bowls Boynton Beach']"
Taste Of Soul,"['Montreal Grill', 'Las Canas American & Latin Cuisine', 'Taste Of Soul', 'Pizza Time Plus', 'Choices Cafe', ""BD'S Mongolian Grill"", 'Los Rumberos Restaurant', 'Mofongo Tripleta Pinchos', 'Burger Barn Fresh Burgers & Shakes', 'Full Plate']"
Taste The World -Mediterranean-Palestinian Cuisine,"['Prana', 'Arepa Santa Barbara', 'The Porkupine Pub', 'El Palacio', ""Bojangles' Famous Chicken 'n Biscuits"", 'Mr Gyros Wings & Grill', ""Grumpy's Restaurant"", 'Cheese to Share', 'Beast Coast Nutrition', 'CombinAsian']"
Taste of Curry,"['Lazeez Cuisine', 'Simply Indian', 'Saalan Restaurant', 'Bombay Grill', ""Knott's Asian Cuisine"", 'Savour Of Caribbean Restaurant', 'Namaste Miami Indian Cuisine', 'Jerusalem Restaurant', 'Aroma Indian Cuisine', 'Kome']"
Tasti Pix Bistro,"['Egg Wits', 'Ohana Cafe', 'Dr Smood', ""EJ's Bayfront Cafe"", 'Jungle Vibes', 'Icebox Cafe', ""Hoot's Breakfast & Lunch"", 'Tasty Pho', 'Fresca Vida', 'Sanborn Cafe']"
Tasty Pho,"[""TJ's For Great Food - Breakfast and Lunch"", 'A Bit of Saigon', 'Bonjour Vietnam', 'Pholicious, Inc.', 'Phở Charlotte', ""Hoot's Breakfast & Lunch"", 'Happy Vegan Bakers Café', ""Christopher's Kitchen"", 'Mustard Seed Cafe & Juice Bar', 'Poppies Cafe & Bakery']"
Tasty Pot,"['Phở Charlotte', 'Silver Pond', 'Hot Kim Chi', 'Rooster Thai Sushi', 'Pholicious Vietnamse Rice Noodle Soup', 'Cocoa Beach Thai & Sushi', 'Pholicious, Inc.', 'Absolute Thai Cafe (Valparaiso)', 'Snay Thai', 'Bonjour Vietnam']"
Taverna,"['La Carreta', ""Mel's Diner - Fort Myers"", 'Cantina La Veinte', 'Ruby Tuesday', ""Alberto's Pizzeria Italian Restaurant Since 1956"", 'Casa Tua Cucina', 'Slate Restaurant', 'Catches Waterfront Grille', ""Ashley's of Rockledge"", 'Spritz City Bistro']"
Taylor Made Cafe,"['Sanborn Cafe', 'The Bowl', 'Juice 2U Organic Kitchen', 'Cottage Cafe', 'First Watch', 'Sweet & Savory: Savanna Commons Cafe', 'Con Sabor A Cafe', 'UHMAZEBOWLS Cape Coral', ""Nature's Table Clearwater [SPC ES Building]"", ""Eli's Cafe""]"
Tazz Deli and Takeout,"['Munchies Boricuas #1', ""McDonald's - NEW LOCATION (next to Walgreen's) NOW OPEN"", 'Pao Pao Fast Food', 'Sobik’s Subs of Geneva', 'Chimi churri donde el primo #2', 'Taquería Guadalupana (food truck)', 'Taqueria Olgys Food Truck', 'Chick-fil-A Lakewood', 'Aja Food Truck (Bird Road)', 'El Paponazo']"
"Tepuy Market, Juice and Coffee Bar","['Fitlife Foods Plantation', 'Fitlife Foods Brandon', 'LNB GROVESTAND', 'Fitlife Foods Fort Lauderdale', 'Fitlife Foods South Tampa', 'Bread and Roses Food Cooperative', 'LIT NUTRITION', 'Jamaica Herbal Health Food Store and Juice Bar', 'Nutrition Solutions', 'Smoothie Spot Crossings']"
Tequila Calavera Cantina,"['La Zeta Mexicana', 'Mr. Taco', 'La Mina Restaurante', 'Las Reynas Swap Shop', 'El Burro Loco', 'LA CATRINA TAPATIA', 'Restaurante Latinoamerica', 'Tacos La Bella', ""Lupita's Mexican Fast Food Express"", 'TacoSchool El Compadre']"
Tequila Veintiuno Mexican Cuisine,"['Taqueria El Taco Veloz', 'Tacogüey', 'Las Lomas Mexican grill', 'Quesa Loco Food Truck', 'Gonzalos Taqueria Y Carnitas', 'EL CAMION DEL TACO', 'La Siesta Taqueria', 'Chuchos Tacos', 'Tacos & Tattoos Lincolns Beard', 'Miami River II Mexican Cuisine']"
Teriyaki Express,"['Jade Garden', 'China Star', 'Asia Cafe', 'china city takeout', ""Perry's BBQ"", 'China Max', 'Chao Cajun', 'China', 'Shanghai Restaurant', 'South Sea Chinese Kitchen']"
Teriyaki Madness,"['Sus Hi Eatstation - UF', 'Chicken Kitchen', 'The Habit Burger Grill', 'Sushi Wok', 'Asian Taste Restaurant', 'ASIAN DELUXE CUISINE', 'Pita: Fast Fresh Mediterranean', 'New China Chinese Restaurant', 'Mr Hibachi', ""Chick 'n Chop on the Grill""]"
Terrace 555 Restaurant & Bar,"['Country Kitchen', 'Beachside Grille', 'Krispy krunchy @ food express', 'Marcelos Bistro, in the Florida Mall Hotel', '1st Street Deli (in Seminole Casino Hotel)', 'Bigote Cafeteria', 'Lechonera El Barrio', ""Walk-On's Sports Bistreaux - Lakeland"", ""Pepito's"", 'wheel cafe']"
Tex Kitchen,"['FIWE Caribbean Cuisine', 'Taco Bus', 'Oma’s Pizza & Restaurant', 'JK Fast Food & Fruit', 'Habaneros Mexican Grill', ""Clancy's Cantina"", ""Rocco's New York Style Pizza"", 'Don Taco Charro Taco Truck', ""Armando's Cocina Mexicana"", 'La Poblanita Taquería & Antojitos']"
Texas Roadhouse,"['Smokey Bones', 'Ruby Tuesday', ""Duffy's Sports Grill"", ""Chili's Grill & Bar"", ""Steak 'n Shake"", 'Riggins Crabhouse', 'V Pizza & Flask&Cannon - Jax Beach', 'Fish City Grill', ""Flanigan's Seafood Bar and Grill"", 'Burger King']"
Texas de Brazil,"['Zaharias Restaurant', ""Ruth's Chris Steak House"", 'Ocean Prime', 'El Pollo Inka Miami', 'Peacock Garden', 'Plancha', 'El Patio Restaurant', 'CVI.CHE 105', 'Slate Restaurant', 'Bandeja Paisa Latin Restaurant']"
Thai 98 Cafe,"['THAI STICKY RICE', 'Pinto Thai Bistro', 'Thai 98 Cafe', 'Enjoy Thai Restaurant', 'Khaosan Road Coral Gables', 'Kombo Kitchen - Thai and American', ""Knott's Asian Cuisine"", 'Seasons Thai', 'Thai Max', 'CHIM AUTHENTIC THAI AND SUSHI BAR']"
Thai Fuji Restaurant,"['Absolute Thai Cafe (Valparaiso)', 'Snay Thai', 'Cocoa Beach Thai & Sushi', 'Viet Thai Kitchen', 'Rooster Thai Sushi', 'Chai Thai Cuisine', 'Ginger & Garlic Chinese & Sushi Restaurant', 'Tasty Pho', 'Bonjour Vietnam', 'A Bit of Saigon']"
Thai Max,"['CHIM AUTHENTIC THAI AND SUSHI BAR', 'Kombo Kitchen - Thai and American', ""Patti's Kitchen thai street noodles"", 'THAI STICKY RICE', 'Thai 98 Cafe', 'Pinto Thai Bistro', 'Enjoy Thai Restaurant', ""Knott's Asian Cuisine"", 'China Town', 'Dragon Village Asian Café']"
Thai Moon by the Sea,"['SKYFIN Asian Bistro', 'Okinawa Sushi Express', 'Tako Sushi', 'El Palacio', 'Caribbean Cove Restaurant & Lounge', 'Taste The World -Mediterranean-Palestinian Cuisine', 'Sushi Maki (MIA)', 'Maki hibachi', 'Hometown Desserts', 'Clarendon Cuisine Inc']"
Thai Sushi by KJ,"['Itálica Pizza Bar', 'El Dorado Mexican Restaurant', 'Koji Sushi Ramen', 'Cucina Italiana Dania Beach', ""Pizzalley's Chianti Room"", 'Pinchers', 'FIESTA CANCUN MEXICAN RESTAURANT *NOW OPEN* We want to bring you the true feeling of Mexico. We are a family owned business.', 'Justins Caribbean Fusion Restaurant', ""Marina's Bar Restaurant"", 'Ay Jalisco']"
The 808,"['L & L Hawaiian Grill', 'Da Kine Poke', 'Unistars', 'The Hidden Crab', 'Lazy Gator Ruskin LLC', 'Los Amigos (Closed)', ""Walk-On's Sports Bistreaux - Lakeland"", 'Fado Portuguese Cuisine', '145F SEAFOOD BOIL', 'Maki hibachi']"
The Anchor on Sunset Harbor,"['Drawbridge Cafe', 'The Anchor on Sunset Harbor', 'Manheim Orlando Restaurant & Cafeteria', 'Main Course Tampa', 'Mi Gordita Loca Mexican Restaurant', 'The Brisket Shoppe', 'Jayveer Deli', 'Local Provisions', 'North Jetty Grille', 'Krispy Krunchy Chicken']"
The Angry Warthog Saloon,"['Be Near Me Restaurant and Bar', 'The Hangout by Two Guys', 'Mugshots Grill and Bar', ""Gator's Dockside Oviedo"", 'Burger-ish Bar & Grill', 'Midtown Caboose', 'La Estacion American Brasserie', 'Paradise Food & Bar', 'Fridays', 'Lazy Turtle RiverFront Grill & Tiki Bar']"
The Bang Shack,"['Mellow Mushroom Lakeland', 'Pizza Ave', 'Mellow Mushroom St. Augustine', 'New China Restaurant', 'Sus Hi Eatstation - UF', 'Mellow Mushroom Orlando - International Drive', ""Moe's"", 'China Garden', ""Moe's Southwest Grill"", 'Ay Jalisco']"
The Barnyard,"['Chilangos Mexican Grill', 'Taco Riendo', ""Poppo's Taqueria Outpost"", 'Asian Wok and Grill', ""Lombardi's Seafood Café"", 'PAPA LLAMA', ""Papa John's Pizza Live Oak"", ""Pacino's Pizzeria"", 'Bae’s Burgers and Wings', ""Yen's Kitchen""]"
The Best Restaurant,"['Divine Grace Caribbean Restaurant', 'Cuisine Lakay', ""Sterlin's Paradise"", 'Taqueria El Pelon', 'El Burro Loco', 'Wah Lay Chinese Take Out Restaurant', '7 SIETEMARAVILLASFOODTRUCK Miami Birrias Tacos al Pastor Burritos Baleadas Hondureñas Restaurant Kendall Cutler bay Gyros Shawarma Pescado frito Bus', 'Veronica’s Restaurant', 'Mr Gyros Wings & Grill', 'Chao Cajun']"
The Black Pearl of Dunedin,"['Cape May Cafe', 'Ario', 'Redfish by Chef Adrianne', ""Petar's Restaurant"", 'Café de France', 'Beccofino Italian Bistro', 'Embers Wood Grill', 'Old Europe Bistro', ""DeVito's Italian Specialties"", 'Coast']"
The Blind Tiger Cafe - Ybor City - Coffee Shop,"['Higher Ground Cafe', 'Brooklyn Dough With A Hole', 'Southie Coffee', 'Tango 3 Coffee', 'The Sprout Kitchen', ""Scooter's Coffee"", 'Café Aroma', 'Starbucks', ""Milkin' it"", ""Johan's Joe Swedish Coffee House & Cafe""]"
The Bowl,"['UHMAZEBOWLS Cape Coral', 'Taylor Made Cafe', 'Sunny Poke', 'Fla Juice & Bowl', ""Nature's Table Clearwater [SPC ES Building]"", 'Tossgreen', 'Natural Kitchen ( poke bowl and bubble tea)', ""Nature's Table DTSP [SPC Downtown Campus]"", 'Lucile Pizza & Wine Bar', 'Clean Eatz']"
The Brass Tap,"['Oceans 13', 'Nemo Sports Bar', 'The Clevelander Bar', 'Players Sports Pub', 'Juicy Blue Tapas Bar & Bistro', 'Friendly Tavern', 'Mangroves Bar', ""Roxanne's Liquor Bar & Kitchen"", 'THAT BAR AT THE ARENA', 'Champions Florida Sport Bar & Complex']"
The Bridge Restaurant,"[""DeVito's Italian Specialties"", 'LongHorn Steakhouse', ""Johnny's Italian Restaurant"", 'Olive Garden Italian Restaurant', 'Jamaica House Grill.', 'Nutritious You - Plant-Based Café', 'Beccofino Italian Bistro', 'Justins Caribbean Fusion Restaurant', 'Thrive Cocktail Lounge & Eatery', ""Cheddar's Scratch Kitchen""]"
The Brisket Shoppe,"['The Brisket Shoppe', 'Kr’s Burger', 'World Famous of Hollywood', 'North Jetty Grille', 'Local Provisions', 'Eat In Chips', 'Main Course Tampa', 'Blues & BBQ', 'La Place BBQ', 'Olive U Mediterranean Grill Uptown']"
