name_y,resumen_reseñas,avg_rating,latitude_x,longitude_x,address
Escobar's Mexican Restaurant,"This restaurant is on point. Food is fresh, crisp and delightful.",4.7,30.1315563,-81.77520659999999,"Escobar's Mexican Restaurant, 104 College Dr STE 8, Orange Park, FL 32065"
Tropical Smoothie Cafe,The smoothie was pretty good not amazing. The place was kinda dim not great lighting.,3.9,30.1035237,-81.7115039,"Tropical Smoothie Cafe, 5000 US HWY 17 Suite 7, Fleming Island, FL 32003"
Hop Shing,Awesome food and service every time I Have ordered from Hop Shing. My order is always right and the food fresh and hot !,4.2,30.1040355,-81.7101335,"Hop Shing, 5000 US-17, Fleming Island, FL 32003"
King Kabab,"I ordered a gyro wrap, side of rice, hummus and stuffed grape leaves. I actually got 8 stuffed grape leaves in the order but ate most of them on the drive home before I got a chance to take a photo.",4.8,30.165402,-81.7060582,"King Kabab, 562 Kingsley Ave, Orange Park, FL 32073"
Java's Brewin Hookah Lounge,I love that place great drink and awesome hookah and the most important part is its a friendly environment with a chill vibe .,4.4,30.135269,-81.70144599999999,"Java's Brewin Hookah Lounge, 3555 US-17, Orange Park, FL 32003"
Yianni’s Kitchen,"Best Greek food around and wonderful staff. Always eager to help, and make suggestions.",4.9,30.0851557,-81.7133661,"Yianni’s Kitchen, 1831 Golden Eagle Way Suite 29, Fleming Island, FL 32003"
Ming Moon Chinese Restaurant,I've been coming here for years but moved to Gainesville. On my way home from visiting OP I made sure to stop by for dinner.,3.9,30.1640863,-81.7500213,"Ming Moon Chinese Restaurant, 2151 Loch Rane Blvd, Orange Park, FL 32073"
Marble Slab Creamery,"Normally I enjoy Marble Slab...I enjoy getting mix ins and the portion sizes are normally on par for the price. Today we had a serious lack of mix ins (this particular ice cream had less than half a scoop...which is already small to begin with)...this is their ""regular"" size...and it had as much ice cream as the small we ordered...",3.6,30.1008375,-81.71779839999999,"Marble Slab Creamery, 1960 E West Pkwy Suite 109, Fleming Island, FL 32003"
All American Carburetors,Great job repairing our carburetor. It took.a while for the repairs to be made as their one machine had broken down.,4.3,30.1821551,-81.7119416,"All American Carburetors, 28 Industrial Loop Dr E Suite 177, Orange Park, FL 32073"
Outback Steakhouse,The food has been less than what was previously included in servings while the prices continue to increase. Outback had been one of the few combined joyful favorites for our family.,4.0,30.1872456,-81.7292483,"Outback Steakhouse, 1775 Wells Rd, Orange Park, FL 32073, United States"
Dunkin',I tried the strawberry refresher which was delicious. The service could have been a little better.,4.0,30.1868256,-81.72652719999999,"Dunkin', 1711 Wells Rd, Orange Park, FL 32073, United States"
Auntie Anne's,Excellent pretzel bites at orange park mall location. Have been getting them first thing once they are made and their great.,3.5,30.1850156,-81.735113,"Auntie Anne's, 1910 Wells Rd, Orange Park, FL 32073"
Taco Bell,"Taco Bell inside the mall, is the worst of them all. I go there a lot because I’m a Grubhub driver.",3.0,30.1850156,-81.735113,"TacoBell, 1910 Wells Rd, Orange Park, FL 32073"
China Buffet,"This place is very standard when comparing to other Chinese buffets. The food is okay, nothing specially different.",3.5,30.193764,-81.743749,"China Buffet, 6001 Argyle Forest Blvd # 32, Jacksonville, FL 32244, United States"
PuroClean Emergency Services,Billy did a great job doing a mold remediation. I will recommend him to all of my customers who need his services.,4.8,30.3175315,-81.7274169,"PuroClean Emergency Services, 4737 Dellwood Ave, Jacksonville, FL 32205"
Chuck E. Cheese,The tickets are gone. The coins are almost gone except for a couple games.,4.1,30.1955002,-81.7410901,"Chuck E. Cheese, 6065 Youngerman Cir, Jacksonville, FL 32244, United States"
Dick's Wings and Grill Argyle,So far this place stay on top with their delicious food and staff that is eager to help you.,3.9,30.1950339,-81.7412102,"Dick's Wings and Grill Argyle, 6055 Youngerman Cir, Jacksonville, FL 32244"
Fancy Sushi,"They're polite, the food was good, and the service was good. The only thing that was weird was when i asked for napkins, i was given 2.",4.6,30.2057803,-81.7612268,"Fancy Sushi, 7083 Collins Rd #102, Jacksonville, FL 32244, United States"
Sushi Wok,"I’ve ordered here about 2-3 times a month for the last year . The food is always delivered super fast, hot and fresh, and they also offer sushi which is a plus for me .",2.8,30.247247,-81.746263,"Sushi Wok, 6334 103rd St, Jacksonville, FL 32244"
Tacos La Bella,"This is a very random food truck outside of a corner store so there is no dining in, only to go. The steak was just ok but the cow tongue was perfect.",4.5,30.2880145,-81.7986227,"Tacos La Bella, 1696 Hammond Blvd, Jacksonville, FL 32221"
Xtreme Wings Sports Grille - Roosevelt,However the flavor of the wings made up for that. The service was awesome.,3.8,30.2352664,-81.6969553,"Xtreme Wings Sports Grille - Roosevelt, 6337 Roosevelt Blvd Unit 1, Jacksonville, FL 32244"
Culver's,"So refreshing to get a small taste of the Midwest down here! The milkshakes are sooooooo good which is a really demure way of saying that you’re not going to find a better milkshake at too many places, let alone a fast food place.",4.4,30.203834,-81.7574996,"Culver's, 7923 Parramore Rd, Jacksonville, FL 32244, United States"
Ice Crab House,"Nice vibe🎶🇯🇲, clean inside (looked and smelled clean), greeted with a smile and 🦀🦐🥔🥚🌽food was 😋😋. First time and WILL BE BACK.",4.8,30.2487901,-81.73939779999999,"Ice Crab House, 7996, 6011 103rd St #4, Jacksonville, FL 32210"
Teriyaki Express,Now it looks like it is not. Now that sign is gone and they have the typical Chinese menu that you see all the time at other Chinese restaurants.,4.4,30.1769135,-81.7422514,"Teriyaki Express, 195 Blanding Blvd #3A, Orange Park, FL 32073"
Best Weekend Bar & Resto,The food was amazing.. clean professional service.. over priced but good,3.4,30.2470311,-81.7303196,"Best Weekend Bar & Resto, 5674 Timuquana Rd, Jacksonville, FL 32210"
Londons Seafood Place,Not bad. Clean doesn’t smell like a lot of seafood places “fishy” smell.,4.2,30.251352,-81.743839,"Londons Seafood Place, 5032 Blanding Blvd, Jacksonville, FL 32210"
Roto-Rooter Plumbing & Water Cleanup,"Ross was the plumber that came out. Within an hour, he found the leak.",4.9,30.1916849,-81.7460768,"Roto-Rooter Plumbing & Water Cleanup, 8553-6C, Argyle Business Loop, Jacksonville, FL 32244"
Bowl Thai & Sushi Restaurant,"This was my first visit here and the food did not let me down. All the food I ordered, even the to go order u put in was great.",4.7,30.1891117,-81.74033709999999,"Bowl Thai & Sushi Restaurant, 10 Blanding Blvd Suite B, Orange Park, FL 32073"
Hurricane Grill & Wings,Service was okay - there was only one person serving the whole place when I went and it got a bit busy. The parm fries were yummy and I tried one of their signature alcoholic beverages.,3.6,30.243114,-81.695985,"Hurricane Grill & Wings, 5907 Roosevelt Blvd #700, Jacksonville, FL 32244"
New China Chinese Restaurant,"Pepper steak came out hot and faster than McDonald's drive thru. I ate all of it, which is good.",4.2,30.2365448,-81.69448349999999,"New China Chinese Restaurant, 6331 Roosevelt Blvd #04, Jacksonville, FL 32244"
McDonald's,This McDonald's reopened today after they tore the old one down. Love the new look keep up the good work.,2.2,30.1766853,-81.6258277,"McDonald's, 10991-1, San Jose Blvd, Jacksonville, FL 32223"
McDonald's,I went here on Memorial weekend's Sunday for dine in. Used the kiosk since they had very few people working for this weekend.,3.0,30.1727028,-81.6041762,"McDonald's, 11230 Old St Augustine Rd, Jacksonville, FL 32257, United States"
Jacksonville Gracie Jiu-Jitsu,Unfortunately our experience was not so good. Too much money for the experience both Grandkids experienced.,4.9,30.1990694,-81.6172204,"Jacksonville Gracie Jiu-Jitsu, 9759 San Jose Blvd Suite #3, Jacksonville, FL 32257"
Pizza Bella,"A fantastic, convenient neighborhood pizzeria. The staff is great and the food is quite fresh and delicious.",4.2,30.2112978,-81.61801249999999,"Pizza Bella, 9210 San Jose Blvd # 1, Jacksonville, FL 32257"
Wingstop,First and last time at a wingstop. Employees started screaming at each other in the lobby.,3.1,30.1909531,-81.6273831,"Wingstop, 10400 San Jose Blvd, Jacksonville, FL 32257"
Chello's Pizza,This is no ordinary pizza place. This place is simply amazing.,4.7,30.2564203,-81.62398859999999,"Chello's Pizza, 6271 St Augustine Rd #29, Jacksonville, FL 32217"
Viet Thai Kitchen,The food tastes really excellent. The food portion size is also good compared to the prices they are charging.,4.7,30.1854291,-81.6084928,"Viet Thai Kitchen, 10550 Old St Augustine Rd # 28, Jacksonville, FL 32257"
City Cafe of Jacksonville LLC,Don't bother w this place! I spent 30 mins trying to find it hidden in a huge office building!,4.8,30.2508722,-81.59197499999999,"City Cafe of Jacksonville LLC, 4500 Salisbury Rd, Jacksonville, FL 32216"
La Nopalera Mexican Restaurant,"Audel was a great server, as we celebrated our daughters 10th birthday! Our drinks were never empty, the food was exactly as ordered, and customer service was top notch.",4.1,30.219596,-81.5865464,"La Nopalera Mexican Restaurant, 8206 Philips Hwy UNIT 29, Jacksonville, FL 32256, United States"
Taco Bell,She was also listening to her mom's phone load enough for the entire dining area to hear. The person I watched leave the bathroom was an employee!!!!,3.0,30.2211923,-81.5848654,"Taco Bell, 8331 Baymeadows Rd, Jacksonville, FL 32256"
Waffle House,Good food except toast was cold because it was forgotten. Bad service.,4.2,30.2203028,-81.5815348,"Waffle House, 8514 Baymeadows Rd, Jacksonville, FL 32256, United States"
"Hamilton Cafe, Catering, & Event Services",Great place to grab a quick bite to eat! Reasonably priced staff is friendly!,4.8,30.2164351,-81.56944159999999,"Hamilton Cafe, Catering, & Event Services, 8375 Dix Ellis Trail Rear Of The 600 Building, Jacksonville, FL 32256"
Bold City Grill,Had the pleasure of eating here last night as staying at Sheraton. Very attentive and made sure I knew they were there to serve.,4.1,30.248322,-81.537616,"Bold City Grill, 10605 Deerwood Park Blvd, Jacksonville, FL 32256"
Pan Asian Sushi,The food tasted fresh and was great. I ordered  the Bento with ginger and garlic.,4.3,30.2538097,-81.53233759999999,"Pan Asian Sushi, Jacksonville, FL 32246"
The Melting Pot,It was a romantic birthday celebration. Restaurant was empty and we had reservations.,4.4,30.2354852,-81.51703909999999,"The Melting Pot, 7860 Gate Pkwy Ste 101, Jacksonville, FL 32256, United States"
Outback Steakhouse,First time I ever went to Outback and it was phenomenal. Even though we came in close to closing the atmosphere was very positive and upbeat.,4.1,30.2172812,-81.515717,"Outback Steakhouse, 8145 Point Meadows Way, Jacksonville, FL 32256, United States"
Dunkin',"This location is an ""On Tap"" location which I thought means customer pours own beverages....☕ Not the case. But still transparency, great customer service and great products.",4.1,30.2193366,-81.55435419999999,"Dunkin', 9978 Old Baymeadows Rd Ste 5, Jacksonville, FL 32256, United States"
Sushi X,Food is always delicious and fresh. This is a great gem.,4.5,30.2196382,-81.5509357,"Sushi X, 8221 Southside Blvd #16, Jacksonville, FL 32256, United States"
Papa’s Italian Cuisine and Grill,We stopped in for lunch and we were pleasantly surprised. They have $3 sangria Saturdays and a big wine list.,4.1,30.1946162,-81.5672321,"Papa’s Italian Cuisine and Grill, 9475 Philips Hwy, Jacksonville, FL 32256"
Levant Grill and Hookah Lounge,"Very cool, laid back, hookah bar and grill. They have a unique Syrian menu with a ton of food options.",4.7,30.1945997,-81.551658,"Levant Grill and Hookah Lounge, 9041 Southside Blvd, Jacksonville, FL 32256"
Mediterranean Grill,Great food fast service,4.7,30.2198723,-81.5917451,"Mediterranean Grill, Shoppes of Baymeadows, 5230, Baymeadows Rd, Jacksonville, FL 32257"
"KARAIKUDI Indian Cuisine - JACKSONVILLE, FL",Decent Dine in experience. For weekend buffet was expecting fresh food and chicken varieties to be at same level as chicken curry.,4.3,30.2203414,-81.5821345,"KARAIKUDI Indian Cuisine - JACKSONVILLE, FL, 8490 Baymeadows Rd, Jacksonville, FL 32256"
First Watch,"Our server had a snake and skull tattoo on her left arm, openly told us to “grab any server we saw if we needed anything” because her tables were inside. (We never saw her again) Very disappointed with the service however food was excellent and there was one waitress with short brown hair that noticed we had been sitting there for awhile and got our mimosas and “our waitress” for us, the one with dirty blonde hair and blue nails got our waters.",4.4,30.221405,-81.56595999999999,"First Watch, 9271 Baymeadows Rd, Jacksonville, FL 32256"
Gyro 365,"We visited Gyro 365 today for lunch and we were very pleased. We opted to have all of our toppings/sauces on the side, I would recommend this especially if you are ordering your food to go to prevent your food from getting soggy.",4.6,30.1724731,-81.6018179,"Gyro 365, 11101-1 Old St Augustine Rd, Jacksonville, FL 32257"
Fast Eddy's Quick Mideast,"Family eatery with a cool friendly vibe. Try the magic carpet ride which is basically a flight of 3 stews, or adding the ""full Greek freak"" (all the sauces and hummus) to a wrap.",5.0,30.217229,-81.5190526,"Fast Eddy's Quick Mideast, 10915 Baymeadows Rd #105, Jacksonville, FL 32256"
Tropical Smoothie Cafe,Nice. Courteous.,3.5,30.2471542,-81.53747609999999,"Tropical Smoothie Cafe, 10618 Deerwood Park Blvd Ste 8, Jacksonville, FL 32256"
L & L Hawaiian Grill,Casual counter service with several outdoor tables. Recommend the Curry and BBQ over the saimin.,4.6,30.22028,-81.5839853,"L & L Hawaiian Grill, 8380 Baymeadows Rd Suite 4, Jacksonville, FL 32256"
McDonald's,Great customer service. The staff was willing to help my son and I with an issue that we had and they were very professional.,3.0,30.179407,-81.55363,"McDonald's, 10420 Philips Hwy, Jacksonville, FL 32256, United States"
Great American Cookies,I can't say enough!!! The manager Lynn is awesome.,4.2,30.184153,-81.55380439999999,"Great American Cookies, 10300 Southside Blvd Space 2510, Jacksonville, FL 32256"
Auntie Anne's,Nice location on the ground floor of the Avenues Mall that has been there since it opened but my first visit. The line was long but the 4 employees worked well as a team which is nice to see.,3.6,30.1856431,-81.55391689999999,"Auntie Anne's, 10300 Southside Blvd Space 1224, Jacksonville, FL 32256"
Burger Barn Fresh Burgers & Shakes,Large portion size. Food was seasoned and fresh.,4.3,30.1844394,-81.554172,"Burger Barn Fresh Burgers & Shakes, 10300 Southside Blvd unit 3120, Jacksonville, FL 32256"
French pantry,"The sandwich was excellent with a very generous amount of salami, ham and pastrami with a very good olive salad in vinaigrette. They served bread and olive oil to wait for the food which I never received (I think it was a honest overlook)  The pastry was fresh and the combination of chocolates, moose, nuts and caramel was a delight.",4.8,30.2578425,-81.6176804,"French pantry, 6301 Powers Ave, Jacksonville, FL 32217"
Subway,Today was not a very good visit. And it turned out to be a good choice because it was actually good.,3.0,30.179153,-81.55599749999999,"Subway, 10251 Shops Ln, Jacksonville, FL 32258"
Tasty Pot,"Tasty Pot was really good. The staff was nice and friendly, and they were helpful with me customizing my hot pot to ensure there was no pork in it, which was really amazing.",4.5,30.2179062,-81.5533866,"Tasty Pot, 9802 Baymeadows Rd, Jacksonville, FL 32256"
Dunkin',"New one around, big and spacious. Big seating inside and as well outside.",4.6,30.2467236,-81.5203195,"Dunkin', 7005 Gate Pkwy, Jacksonville, FL 32256"
Empanada’s Factory Latin Fusion,Tried the Argentina and Colombian Empanadas. Next time I will try their Ceviche.,4.6,30.2215579,-81.58693559999999,"Empanada’s Factory Latin Fusion, 8060 Philips Hwy, Jacksonville, FL 32256"
Satterfield's Automotive Repair Inc.,"Well, Mr. Chris did a diagnostic  on it and basically  found the main issue with the  vehicle. He didn't  keep  us in the  dark  about this issue.",4.9,30.2053109,-81.57895529999999,"Satterfield's Automotive Repair Inc., 9532-1 Historic Kings Rd S, Jacksonville, FL 32257"
Julianos BBQ,Went a few weeks ago and I will be going back! My food was hot and fresh and their plantain's are to die for.,4.7,30.2325062,-81.60251,"Julianos BBQ, 8106 Old Kings Rd S, Jacksonville, FL 32217"
Panda Express,Tried to go inside to order and the doors are locked and they just stare at you. (If you’re going to close the dining room put signs up Everyone else around you is open) So we went through the drive-through.,3.8,30.138438,-81.54701399999999,"Panda Express, 12697 Bartram Park Blvd, Jacksonville, FL 32258, United States"
Dunkin',Great location! Friendly staff and good service.,3.6000000000000005,30.1014486,-81.52087279999999,"Dunkin', 230 Bartram Market Dr, St Johns, FL 32259"
Subway,"Hours seem to be only a suggestion, and customer service isn’t a priority. The sign on the door says they open at 9:00.",3.4,30.1225278,-81.6246689,"Subway, 119 Bartram Oaks Walk Suite 109, Jacksonville, FL 32259"
Dunkin',This place has only gotten better as time has gone on. Food was always good but service was rough the first few times.,3.8999999999999995,29.9992063,-81.682327,"Dunkin', 610 N Orange Ave, Green Cove Springs, FL 32043"
The Pub @ Magnolia Point GCC,"Really nice clubhouse, it has a store in the Front a tavern down stairs. The environment is nice and not stuff like most clubhouses.",4.5,30.0003128,-81.70909879999999,"The Pub @ Magnolia Point GCC, 3670 Clubhouse Dr, Green Cove Springs, FL 32043"
El Catrín Mexican Grill,"Not our first time here. Was always very good, but this time the food was barely warm.",3.2999999999999994,30.0625258,-81.8785078,"El Catrín Mexican Grill, 2710 Blanding Blvd, Middleburg, FL 32068"
Subway,We made it there twice to get the new brisket sandwich and they were out third time they had it it was really good guess that's why it was sold out good food decently clean restrooms were okay will go back but restrooms do you need attention,3.5,30.0626188,-81.878519,"Subway, 2710-17 Blanding Blvd, Middleburg, FL 32068"
Capio's Cafe,I have been seeing some positive content about this place online recently. Decided to give it a try today.,4.8,30.0618749,-81.878091,"Capio's Cafe, 2710 Blanding Blvd, Middleburg, FL 32068"
Subway,Marica is awesome! Such a great and bubbly personality!,4.0,30.2627116,-82.1087969,"Subway, 9218 So, FL-228, Macclenny, FL 32063"
Simply Southern Eatery,Great little stop in Macclenny Florida for breakfast and lunch I believe they close about 3 but you can get all kind of items you can buy by allacart I eat here a couple times a week,4.6,30.2807687,-82.12248579999999,"Simply Southern Eatery, 41 W McIver Ave, Macclenny, FL 32063"
Sharkys,"The tap Michelob was perfect. The fried pickles were yummy,as were the Dry Rub Lemon Pepper Wings.",3.8,30.2819196,-82.1269684,"Sharkys, 303 W Macclenny Ave, Macclenny, FL 32063"
Domino's Pizza,Worse experience ever with a pizza place. Not only did they give me the wrong Pizza at 1st it clearly stated on the receipt they gave me what I ordered and when I went back for them to remake it he still couldn't get the toppings right,4.0,30.2634099,-82.12418269999999,"Domino's Pizza, 1474 S 6th St, Macclenny, FL 32063"
The Grand Havana Kitchen,"Cuban panini & black beans with white rice. OMG...... very good flavor,  was treated to coffee while I waited Wow Amazing Aroma & taste !",4.2,30.2555583,-82.12271659999999,"The Grand Havana Kitchen, 1691 S 6th St, Macclenny, FL 32063"
MotLee's,I've only been here once. The food was good.,3.6,30.2630001,-82.12230749999999,"MotLee's, 1485 S 6th St, Macclenny, FL 32063"
Little Caesars Pizza,Had to wait a little bit but pizza was hot and fresh. Worth the wait,4.1,29.945181,-82.115196,"Little Caesars Pizza, 207 S Orange St, Starke, FL 32091, United States"
FairFoods Restaurant,What? In Waldo!,4.5,29.7849655,-82.1678161,"FairFoods Restaurant, 14130 NE US Hwy 301, Waldo, FL 32694"
Taco Bell,"Dont recommend eating here to anyone, we ordered 3 party packs and 2 Quesalupas and they were burnt so bad it chipped my husbands tooth tonight, i know Starke taco bell has a bad name for being slow but atleast their food has always been correct and safe to eat and dont hear employees cursing when clocking out..Btw that hard brown stuff in pic is the burnt chz that is supposed to be inside the shell",3.0,29.784664,-82.0280698,"Taco Bell, 810 green way, Keystone Heights, FL 32656"
Cedar River Seafood,Our server Bowen was great. Food was brought out quickly and orders were correct.,4.3,29.7912697,-82.0275499,"Cedar River Seafood, 7414 State Rd 21, Keystone Heights, FL 32656"
Poppies Cafe & Bakery,"A real gem! One of a kind, locally-owned Cafe for over thirteen years.",4.4,29.6185518,-81.8870208,"Poppies Cafe & Bakery, 175 County Rd 315, Interlachen, FL 32148"
True Grits,"Eggs, bacon and grits where perfect. Didn't care for the brand of patti sausage, had a strange flavor that was revolting to me but was cooked right.",4.3,29.6295785,-81.8811841,"True Grits, 1116 FL-20, Interlachen, FL 32148, United States"
Greene Family Bar-B-Cue,"Sadly,  I was extremely disappointed my first time around, but I have sense spoken to the owner; shared my urgent concerns and their needs for improvement if the desired outcome is success. The owner (Mr. B) pleasantly took my feedback and detailed suggestions.",4.5,29.1950124,-82.152126,"Greene Family Bar-B-Cue, 828 NW 15th Ave, Ocala, FL 34475"
Roger's Frame and Gallery - Cartigliano Arts,This is the best place in Marion county to have framework done for paintings of all sizes.,5.0,29.1864384,-82.1080179,"Roger's Frame and Gallery - Cartigliano Arts, 2180 E Silver Springs Blvd, Ocala, FL 34470"
CA-RIB JERK,The food is good but everytime I pass by this place it seems like it's either closed are it's not in business anymore.,4.5,29.2012762,-82.1028573,"CA-RIB JERK, 1427 NE 25th Ave, Ocala, FL 34470"
China Top,"Food taste pretty decent, but the service and attitude needs to be WAY BETTER. Get it together!",3.2,29.1945637,-82.08728529999999,"China Top, 728 NE 36th Ave, Ocala, FL 34470"
FasTrac performance and automotive repair,I take all our vehicles here. Knowledgeable friendly staff and the best oil change price around.,4.4,29.1931708,-82.0346728,"FasTrac performance and automotive repair, 7160 NE 7th St, Ocala, FL 34470"
The Pizza Den Of The Forest,But I guess we had got them on a bad day. We got a medium pepperoni pizza with an order of the lasagna rolls/bites?,4.6,29.196619,-81.9142414,"The Pizza Den Of The Forest, 14389 FL-40, Silver Springs, FL 34488"
Subway,"This is a popular stopping spot. Always, ALWAYS, plan on waiting 30+ minutes.",3.7,29.3644016,-81.9680395,"Subway, 14780 NE Hwy 315, Fort McCoy, FL 32134"
Rocco's New York Style Pizza,Great little hidden secret! Food was delicious!,4.4,29.3643689,-81.96910129999999,"Rocco's New York Style Pizza, 11388 E Hwy 316, Fort McCoy, FL 32134"
Hog Valley Civic Center,Great local bar. The locals were awesome.,4.7,29.486655,-81.90490439999999,"Hog Valley Civic Center, 23125 NE 160th Avenue Rd, Fort McCoy, FL 32134"
Subway,Had a great sandwich to eat along our way North... It was really good.,4.6,29.3484972,-81.7363963,"Subway, 13444 FL-19, Salt Springs, FL 32134"
The Oaks Golf Club Cafe,"The Wednesday wings are cooked to perfection by Miss Vickie. But then, everything is especially her fish and chips on Thursday.",4.5,29.4106807,-81.6414569,"The Oaks Golf Club Cafe, 1264 Co Rd 309, Crescent City, FL 32112"
The Porkupine Pub,"So ok, the wife and I just found this place and I'm so happy we did. The food is amazing!",4.4,29.3370099,-81.1336508,"The Porkupine Pub, 1626 US HWY 1, Ormond Beach, FL 32174"
Captain D's,Fresh seafood served quick. I love this place for the price of a not so healthy fast food meal you get fish crab shrimp real food!,4.3,29.656551,-81.655365,"Captain D's, 200 FL-19, Palatka, FL 32177"
Subway,I went online to place an order BOGO50. I was so upset that i had to go back I left the sandwich.,4.0,29.6462371,-81.6717652,"Subway, 151 Town and Country Dr, Palatka, FL 32177"
Flavors House of Wings,Very good wings. Flavors were delicious.,4.6,29.6490099,-81.64295709999999,"Flavors House of Wings, 1309 Reid St, Palatka, FL 32177"
Subway,Staff was nice she when to get some extra wacamole in the back their was cucarachas crawling up,3.4,29.7499796,-81.3444763,"Subway, 950 State Rd. 206 West, St. Augustine, FL 32086"
Domino's Pizza,"We ordered two pizza's for carry out. They were ready on time, accurate, and hot and fresh.",4.2,29.7146692,-81.50788589999999,"Domino's Pizza, 100 N Main St Spc 9, Hastings, FL 32145"
Metro Diner,Everything here was amazing the presentation was beautiful they were incredibly fast it was incredibly clean overall a pleasant and wonderful experience I will definitely be repeated highly recommend if you're in town!,4.5,29.556734,-81.210655,"Metro Diner, 250 Palm Coast Pkwy NE #250, Palm Coast, FL 32137, United States"
Los Amigos (Closed),My wife and I have come here for several years and we always order from the Cuban side of the menu. Never a disappointment.,3.8,29.547681,-81.212901,"Los Amigos (Closed), 5 Utility Dr, Palm Coast, FL 32137"
McDonald's,The employees that work the windows always seem completely miserable. Then they hand you your food and half the time it's not even correct.,2.9,29.5505163,-81.2374038,"McDonald's, 4851 Belle Terre Pkwy, Palm Coast, FL 32137, United States"
Burger Bros Pc,"But for the price you pay the food was OK, I order the BBQ and my Wife for the vegan burger. Over all Burger Bros was ok and I will give them a try again in the future.",4.0,29.5530038,-81.2356111,"Burger Bros Pc, 1475 Palm Coast Pkwy NW Unit 102, Palm Coast, FL 32137"
Red Crab - Juicy Seafood,"I tried to open a small leg with the crab fork tool and it couldn't open. Usually, if you allow crab or lobster to sit in water it will cause the meat to adhere to the shell and the crab shell will be hard to break or open because it is water soaked.",4.2,29.5541266,-81.2252697,"Red Crab - Juicy Seafood, 60 Garden St S, Palm Coast, FL 32137"
Checkers,"Generally we love Checkers, especially the fries. However, the Palm Coast location leaves a lot to be desired.",3.5,29.5577372,-81.215671,"Checkers, 16 Old Kings Rd N, Palm Coast, FL 32137"
La Pizza Nostra,I am not from the area but stopped by la Pizza nostra while in town with work. my pizza was perfect!,4.4,29.5558466,-81.21528459999999,"La Pizza Nostra, 7 Old Kings Rd N, Palm Coast, FL 32137"
Matanzas Innlet Restaurant,"This place never fails. Always had great food and drink, wait staff is so friendly and professional.",3.8,29.7038889,-81.22805559999999,"Matanzas Innlet Restaurant, 8805 A1A S, St. Augustine, FL 32080"
Zaharias Restaurant,"The atmosphere is really nice, nautical. The food was average, but the servers were pleasant and helpful.",4.3,29.8235878,-81.2715016,"Zaharias Restaurant, 3945 A1A S, St. Augustine, FL 32080, United States"
"Visual Fx, Inc.","After a little bit I was than introduced to Jenn (I believe) to take a look at my car for the quote. During the process I received a few email updates and when the work was done,  I was given a call to schedule a pickup.",3.7,29.9975585,-81.6807098,"Visual Fx, Inc., 430 N Orange Ave, Green Cove Springs, FL 32043"
Caribbean & Soule Restaurant,"Wow. If you're not into fish, I don't imagine anything they make here isn't top notch.",4.7,29.8636477,-81.32179959999999,"Caribbean & Soule Restaurant, 1968 US-1 South, St. Augustine, FL 32086"
Steak 'n Shake,"They said that is not Mc Donald's here, of course is the worst drive thru service is very irespectful and disgusting 37 minutes for just 2 meals...",3.5,29.869016,-81.3219641,"Steak 'n Shake, 1760 U.S. Highway 1 South, St. Augustine, FL 32084"
"Zoner's Pizza, Wings & Waffles - St. Augustine",Very great my first best deep dish in Saint Augustine because white sauce friendly! Come here please and support this business!,4.3,29.8245312,-81.2720397,"Zoner's Pizza, Wings & Waffles - St. Augustine, 3915 A1A S Suite #105, St. Augustine, FL 32080"
3G's Auto Detailing Center,cant recommend enough! totally transformed my fj cruiser’s paint job.,4.8,29.8564257,-81.2811943,"3G's Auto Detailing Center, 2135 A1A S, St. Augustine, FL 32080"
A1A Burrito Works,My second time this past week ( 05/29/20) was not so pleasant. This is still a Come here.,4.7,29.8454113,-81.2676707,"A1A Burrito Works, 671 A1A Beach Blvd, St. Augustine, FL 32080, United States"
Beachcomber St. Augustine,Pretty good food. My fish tacos were fantastic.,4.5,29.8447686,-81.2657566,"Beachcomber St. Augustine, 2 A St, St Augustine Beach, FL 32080, United States"
Dunkin',Inside the circle k gas station. Service was good but it seemed like there were new employees who were not really sure how to make iced coffee correctly.,4.1,29.8270385,-81.27176419999999,"Dunkin', Kangaroo Gas Station, 1115 A1A Beach Blvd, St. Augustine, FL 32080, United States"
Little Margie's FA Café,Omg I'm so glad I found this place. It's very easy to miss as you drive by but it's actually one of the best spots in town for good food.,4.3,29.8588889,-81.2675,"Little Margie's FA Café, 303 A1A Beach Blvd, St. Augustine, FL 32080, United States"
Legend's Beach Cafe,"Pulled pork, goodness. And the sangria tasty and strong.",4.9,29.4812013,-81.1280074,"Legend's Beach Cafe, 105 N Ocean Shore Blvd, Flagler Beach, FL 32136"
Saltwalter Croc's Grill,"Stopped by for 15yr old who requested a spicy fish sandwich. It did not disappoint, as we have not heard much out of him while he demolished the sandwich!",4.6,29.4818348,-81.1279984,"Saltwalter Croc's Grill, 205 N Ocean Shore Blvd, Flagler Beach, FL 32136"
6th Street Deli,They can do better with their green leafy veggies. White lettuce is nothing but water.,4.9,29.4774616,-81.1262224,"6th Street Deli, 109 6th St S Suite 100, Flagler Beach, FL 32136"
SunBros Café,SunBros Cafe is located right in Flagler beach next to Johnny D’s. This location has been many different restaurants in the past but hopefully this is the one to stay!,4.8,29.4800283,-81.1293967,"SunBros Café, 301 Moody Blvd, Flagler Beach, FL 32136"
